año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna_;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes;ducto;norma;nombre_ducto;tabla;origen
2022;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;2,60847;Cromo Total;12;20;DS 90;UNIDAD 2;Tabla 4;SMA
2022;VINA SAN PEDRO TARAPACA S.A.;91041000-8;VINA SAN PEDRO TARAPACA S.A.;315102;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;6301;-34,53576;-70,97865;0,00000;Cianuro;6;872;DS 90;PUNTO 1 CANAL RIEGO EL TAMBO-ANGOSTURA;Tabla 1;SMA
2022;I MUNICIPALIDAD DE VICHUQUEN;69100700-6;PLANTA DE TRATAMIENTO AGUAS SERVIDAS LLICO;5481212;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;Plantas de tratamiento de aguas servidas;14;Maule;Curicó;Vichuquén;7309;-34,76351;-72,07978;0,19835;Fósforo;16;1044;DS 90;PUNTO 1 ESTERO LLICO;Tabla 1;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;LOS VIENTOS;386023;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;San Felipe de Aconcagua;Llaillay;5703;-32,84323;-71,01320;0,00008;Selenio;33;346;DS 90;PUNTO 2 RIO ACONCAGUA;Tabla 1;SMA
2022;EXTRACTOS NATURALES GELYMAR S A;96609040-5;EXTRACTOS NATURALES GELYMAR S.A.;831;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,57353;-73,19702;0,00230;Cianuro;6;603;DS 90;PUNTO 2 RIO GOMEZ SIN DILUCION;Tabla 1;SMA
2022;CIA MINERA DEL PACIFICO S.A.;94638000-8;PLANTA DE PELLETS;4586095;Extracción de minerales de hierro;B0710;Extracción de minerales de hierro;B071000;Minería;4;Atacama;Huasco;Huasco;3304;-28,47169;-71,24902;0,00250;Fluoruro;15;278;DS 46;PUNTO 1 INFILTRACIÓN;Tabla 1;SMA
2022;LAPOSTOLLE WINES SPA;96703690-0;PLANTA CUNACO;5440512;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;Santa Cruz;6310;-34,63930;-71,31259;0,00005;Aluminio;2;791;DS 90;Descarga  1 CANAL AGUA CLARA;Tabla 1;SMA
2022;ENAP REFINERIAS S A;87756500-9;REFINERIA BIO BIO;78632;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Biobío;Concepción;Hualpén;8112;-36,77547;-73,11698;0,02415;Triclorometano;41;443;DS 90;PUNTO 1 RIO BIO BIO;Tabla 2;SMA
2022;ECOMAULE SPA;99539220-8;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;4587897;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Maule;Talca;Río Claro;7108;-35,20075;-71,40191;0,00181;Boro;4;425;DS 90;PUNTO 1 ESTERO VILLA EL HUESO;Tabla 1;SMA
2022;CMPC PULP SPA;96532330-9;CMPC PULP SA PLANTA PACIFICO;322488;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Araucanía;Malleco;Collipulli;9202;-37,79135;-72,47882;0,02252;Cianuro;6;502;DS 90;PUNTO 1 RIO BIO BIO  PLANTA;Tabla 2;SMA
2022;COLBUN S A;96505760-9;CENTRAL TERMOELÉCTRICA CANDELARIA;6888;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;6110;-34,03408;-70,61305;0,76647;Aceites y Grasas;1;372;DS 90;PUNTO 1 ESTERO CADEGUA;Tabla 1;SMA
2022;ENAP REFINERIAS S A;87756500-9;TERMINAL MARÍTIMO DE QUINTERO;5441801;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Valparaíso;Valparaíso;Quintero;5107;-32,77164;-71,49034;0,00006;Plomo;30;75;DS 90;ENAP.QUINTERO;Tabla 5;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA CATRIPULLI (90137);5443147;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,37976;-71,68713;0,00877;Fósforo;16;1025;DS 90;PUNTO 2 ESTERO HUILILCO (Aguas servidas);Tabla 3;SMA
2022;MEJILLONES AUCAR LIMITADA;79517410-9;MEJILLONES AUCAR LIMITADA;3104579;Acuicultura marina;A0321;Reproducción y cría de moluscos, crustáceos y gusanos marinos;A032130;Pesca y acuicultura;3;Los Lagos;Chiloé;Quemchi;10209;-42,16710;-73,48371;132,97566;Sólidos Suspendidos Totales;35;136;DS 90;S.AUCAR;Tabla 5;SMA
2022;ECOMAULE SPA;99539220-8;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;4587897;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Maule;Talca;Río Claro;7108;-35,20075;-71,40191;0,00010;Molibdeno;24;425;DS 90;PUNTO 1 ESTERO VILLA EL HUESO;Tabla 1;SMA
2022;GASMAR SPA;96636520-K;GASMAR S A;5452016;Venta al por mayor no especializada;G4690;Venta al por mayor no especializada;G469000;Comercio mayorista;18;Valparaíso;Valparaíso;Quintero;5107;-32,76692;-71,48166;0,00607;Níquel;25;946;DS 90;Punto 1 Bahía de Quintero Circuito 1200;Tabla 5;SMA
2022;EMPRESAS LOURDES S A;79868770-0;EMPRESAS LOURDES S.A.;8490;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Metropolitana de Santiago;Talagante;Isla de Maipo;13603;-33,74746;-70,92041;0,00553;Boro;4;304;DS 90;PUNTO 2 PER. VENDIMIA;Tabla 1;SMA
2022;SERVICIOS Y COMERCIALIZACION PINGUINOS LIMITADA;77941480-9;TALLER DE REDES PINGUINOS LTDA.;4588125;"Fabricación de otros productos de madera; fabricación de artículos de corcho, paja y materiales trenzables";C1629;Fabricación de otros productos de madera, de artículos de corcho, paja y materiales trenzables;C162900;Industria de la madera y silvicultura;2;Los Lagos;Llanquihue;Llanquihue;10107;-41,20706;-73,03160;0,02438;Nitrógeno Total;26;541;DS 90;PUNTO 1 ESTERO SIN NOMBRE  AFL. LAGO LLANQUIHUE;Tabla 3;SMA
2022;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA ALCALDEO;5452161;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Chiloé;Chonchi;10203;-42,55851;-73,85328;0,00056;Manganeso;22;589;DS 90;PUNTO 1 RIO ALCALDEO;Tabla 1;SMA
2022;CRUSTACEOS SUR S.A.;76143821-2;PLANTA CORONEL;5441910;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Biobío;Concepción;Coronel;8102;-37,02379;-73,15240;0,00189;Zinc;43;223;DS 90;CAM.2.CORONEL;Tabla 5;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA MAGDALENA (110067);5442605;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Aysén del Gral. Carlos Ibañez del Campo;Aysén;Cisnes;11202;-44,59555;-73,19028;0,00053;Cadmio;5;1063;DS 90;PUNTO 1 SECTOR ISLA MAGDALENA;Tabla 4;SMA
2022;AGRICOLA Y FRUTERA CURACAVI S.A.;96503050-6;AGRICOLA Y FRUTERA CURACAVI SERVICIO DE PACKING Y FRIGORIFICO CURACAVI;244849;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Metropolitana de Santiago;Melipilla;Curacaví;13503;-33,41264;-71,05675;7,05097;Sulfato;36;789;DS 90;PUNTO 1 CANAL DE REGADIO CURACAVI;Tabla 1;SMA
2022;SUR INVERSIONES SOCIEDAD ANONIMA;96954810-0;PISCICULTURA KUDIÑAM;5467521;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,38232;-72,08591;0,02230;Plomo;30;863;DS 90;PUNTO 1 RIO RARINCO;Tabla 1;SMA
2022;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA ALCALDEO;5452161;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Chiloé;Chonchi;10203;-42,55851;-73,85328;0,01128;Boro;4;589;DS 90;PUNTO 1 RIO ALCALDEO;Tabla 1;SMA
2022;LANDES MUSSELS S.A.;76772033-5;Planta de Procesos Dalcahue;322405;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Los Lagos;Chiloé;Dalcahue;10205;-42,39024;-73,67051;0,05609;Hidrocarburos Volatiles;19;816;DS 90;Punto 1 Sector Dalcahue;Tabla 5;SMA
2022;SOCIEDAD DE TURISMO RIO SERRANO S.A.;77606550-1;HOTEL RIO SERRANO;5459338;Actividades de alojamiento para estancias cortas;I5510;Actividades de hoteles;I551001;Otras actividades;20;Magallanes y de la Antártica Chilena;Última Esperanza;Torres del Paine;12402;-51,41100;-73,08300;0,00000;Selenio;33;844;DS 90;DESCARGA 1;Tabla 2;SMA
2022;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CAMPUS ISLA TEJA;5453786;Enseñanza superior en universidades;P8531;Enseñanza superior en universidades públicas;P853110;Otras actividades;20;Los Ríos;Valdivia;Valdivia;14101;-39,80722;-73,25220;0,00081;Cobre;8;739;DS 90;PUNTO 3. RIO CALLE CALLE.PHOENIX;Tabla 2;SMA
2022;PESQUERA GRIMAR S.A.;96962720-5;PESQUERA GRIMAR;5441925;Pesca marítima;A0311;Pesca marítima industrial, excepto de barcos factoría;A031110;Pesca y acuicultura;3;Biobío;Concepción;Coronel;8102;-36,95694;-73,16480;0,00003;Tetracloroeteno;39;198;DS 90;GRIMAR.CRN;Tabla 5;SMA
2022;COPEC S.A.;99520000-7;PLANTA COPEC PUREO;5440537;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G4661;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;G466100;Comercio mayorista;18;Los Lagos;Llanquihue;Calbuco;10102;-41,77976;-73,20822;0,00009;Cianuro;6;618;DS 90;PUNTO 1 LAGUNA POZA PUREO;Tabla 3;SMA
2022;SALMONES ANTARTICA S A;86100500-3;PISCICULTURA LOS TAMBORES;5442669;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Río Bueno;14204;-40,32973;-72,98349;0,08864;Plomo;30;525;DS 90;PUNTO 1 RIO BUENO;Tabla 1;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;RENCA NUEVA RENCA;9778;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Metropolitana de Santiago;Santiago;Renca;13128;-33,41668;-70,68733;11,56381;Aceites y Grasas;1;330;DS 90;PUNTO 1 RIO MAPOCHO Cámara de Monitoreo CNR;Tabla 1;SMA
2022;EMPRESA ELECTRICA VENTANAS SPA;96814370-0;CENTRAL TERMOELÉCTRICA NUEVA VENTANAS;309729;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75250;-71,47934;5,91962;Cromo Total;12;82;DS 90;VENTANAS.3;Tabla 4;SMA
2022;INMOBILIARIA RECONQUISTA S.A.;96999760-6;CENTRO DE BODEGAS GENERAL VELÁSQUEZ;5473772;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;L681011;Otras actividades;20;Metropolitana de Santiago;Maipo;San Bernardo;13401;-33,53684;-70,71304;0,00008;Fluoruro;15;1052;DS 46;PUNTO 1 INFILTRACIÓN;Tabla 1;SMA
2022;PISCICULTURA LAS QUEMAS CHILE S.A.;76625240-0;PISCICULTURA LAS QUEMAS;5452028;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Osorno;10301;-40,64976;-73,15705;2568,94369;Cloruros;7;537;DS 90;PUNTO 1 RIO RAHUE;Tabla 2;SMA
2022;INVERSIONES E INDUSTRIAS VALLE VERDE S.A.;76006727-K;INDUSTRIAS E INVERSIONES VALLE VERDE SA;4588051;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Osorno;10301;-40,53805;-73,08087;0,03843;Sulfato;36;918;DS 90;PUNTO 1 ESTERO REMEHUE;Tabla 2;SMA
2022;SOCIEDAD INDUSTRIAL Y COMERCIAL DE LACTEOS Y ENERGIA S.A.;96994510-K;LACTEOS Y ENERGÍA S.A.;245013;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Purranque;10303;-40,91946;-73,16293;0,95714;Cloruros;7;796;DS 90;PUNTO 1 ESTERO FUTALLAIYAI;Tabla 1;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA MOLCO;68686;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,33743;-72,09544;0,00243;Selenio;33;495;DS 90;PUNTO 1 ESTERO CHEHUILCO;Tabla 3;SMA
2022;SOC COMERCIAL E INDUSTRIAL AGROMAR LIMITADA;89042600-K;PESQUERA AGROMAR;5441845;Venta al por mayor de alimentos, bebidas y tabaco;G4630;Venta al por mayor de productos del mar (pescados, mariscos y algas);G463013;Comercio mayorista;18;Los Lagos;Chiloé;Dalcahue;10205;-42,37851;-73,64653;0,00072;Aluminio;2;121;DS 90;AGROMAR;Tabla 5;SMA
2022;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO;152;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Minería;4;Valparaíso;Los Andes;Los Andes;5301;-32,92611;-70,28726;0,01798;Selenio;33;687;DS 90;PUNTO 1 PPC, RIO BLANCO, SALADILLO;Tabla 1;SMA
2022;ALGINATOS CHILE S.A.;79775750-0;KIMICA CHILE LTDA;4592237;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Industria química, de plástico y caucho;7;Metropolitana de Santiago;Maipo;Paine;13404;-33,81675;-70,75711;0,00019;Xileno;42;303;DS 90;PUNTO 1 Riles;Tabla 2;SMA
2022;COMPANIA MINERA TECK QUEBRADA BLANCA S.A.;96567040-8;ÁREA PUERTO;5476678;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Minería;4;Tarapacá;Iquique;Iquique;1101;-20,77351;-70,19312;2,56403;Fluoruro;15;1069;DS 90;PUNTO 1 DESCARGA EMISARIO (DIFUSOR 11);Tabla 5;SMA
2022;KAWESHKAR SPA;76688583-7;Kaweshkar SpA;5480286;Fabricación de cuerdas, cordeles, bramantes y redes;C1394;Fabricación de cuerdas, cordeles, bramantes y redes;C139400;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Puerto Montt;10101;-41,91978;-72,14161;0,00008;Plomo;30;1017;DS 46;Descarga 1;Tabla 1;SMA
2022;CENTRAL YUNGAY S.A;76060441-0;YUNGAY (EX CAMPANARIO);245724;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Biobío;Biobío;Cabrero;8303;-37,10611;-72,29303;0,00231;Zinc;43;859;DS 90;PUNTO 1 ESTERO LOS GUINDOS;Tabla 1;SMA
2022;IFCO SYSTEMS CHILE S.A.;76354580-6;IFCO SYSTEMS CHILE S A;5469814;Otras industrias manufactureras n.c.p.;C3290;Otras industrias manufactureras n.c.p.;C329000;Otras industrias manufactureras;10;Metropolitana de Santiago;Santiago;Quilicura;13125;-33,37508;-70,75179;0,00000;Tolueno;40;876;DS 90;PUNTO CANAL SALADILLO-LO ECHEVERS;Tabla 1;SMA
2022;CORP NACIONAL DEL COBRE DE CHILE;61704000-K;REFINERIA VENTANAS;2443;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Minería;4;Valparaíso;Valparaíso;Puchuncaví;5105;-32,76487;-71,48282;0,00033;Cadmio;5;72;DS 90;C.DVENTANAS;Tabla 4;SMA
2022;EMPRESA NACIONAL DEL PETROLEO;92604000-6;GREGORIO;4586065;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Magallanes y de la Antártica Chilena;Magallanes;San Gregorio;12104;-52,62349;-70,20099;0,00007;Mercurio;23;158;DS 90;EMISARIO SUBMARINO EN BAHÍA GREGORIO;Tabla 5;SMA
2022;AUSTRALIS MAR S.A.;76003885-7;PISCICULTURA KETRUN RAYEN;5442195;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,62596;-73,46233;0,05510;Fluoruro;15;842;DS 90;PUNTO 1 RIO CALIBORO;Tabla 1;SMA
2022;EMPRESA ELECTRICA COCHRANE S.P.A.;76085254-6;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,06424;-70,37617;0,11872;Plomo;30;854;DS 90;PUNTO 1 BAHIA MEJILLONES;Tabla 4;SMA
2022;COLBUN S A;96505760-9;CENTRAL TERMOELÉCTRICA LOS PINOS;2099211;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Biobío;Biobío;Cabrero;8303;-37,08528;-72,32512;0,00019;Cromo Hexavalente;11;449;DS 90;PUNTO 1 CANAL DE DERRAMES;Tabla 1;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA MOLINO DE ORO;5452203;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;San Juan de la Costa;10306;-40,30443;-73,59311;0,00225;Triclorometano;41;581;DS 90;PUNTO 1 RIO MOLINO DE ORO;Tabla 1;SMA
2022;RELLENOS SANITARIOS DEL MAULE S A;99537670-9;RELLENO SANITARIO EL RETAMO;6054;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Maule;Talca;Talca;7101;-35,32983;-71,64557;0,00006;Tolueno;40;423;DS 90;PUNTO 1 ESTERO HUILLIBORGOA;Tabla 1;SMA
2022;COLBUN S A;96505760-9;CENTRAL TERMOELÉCTRICA LOS PINOS;2099211;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Biobío;Biobío;Cabrero;8303;-37,08528;-72,32512;0,00004;Manganeso;22;449;DS 90;PUNTO 1 CANAL DE DERRAMES;Tabla 1;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA LONCOTRARO;322380;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Villarrica;9120;-39,30531;-72,04979;12,94215;Aceites y Grasas;1;466;DS 90;PUNTO 1 ESTERO LONCOTRARO VILLARRICA;Tabla 3;SMA
2022;ROCOFRUT S A;84463900-7;ROCOFRUT  S.A.;373;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Curicó;Romeral;7306;-34,96464;-71,18940;0,00010;Boro;4;399;DS 90;PUNTO 1;Tabla 2;SMA
2022;PRODUCTOS MARINOS PUERTO WILLIAMS LIMITADA;77733840-4;PRODUCTOS MARINOS PUERTO WILLIAMS LIMITADA;42275;Pesca marítima;A0311;Recolección y extracción de productos marinos;A031130;Pesca y acuicultura;3;Magallanes y de la Antártica Chilena;Antártica Chilena;Cabo de Hornos (Ex-Navarino);12201;-54,93099;-67,57220;0,00005;Plomo;30;636;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 1;SMA
2022;MOLDURAS E INSUMOS LIMITADA;78892050-4;MOLDURAS E INSUMOS LTDA;5472815;Aserrado y acepilladura de madera;C1610;Aserrado y acepilladura de madera;C161000;Industria de la madera y silvicultura;2;Araucanía;Cautín;Nueva Imperial;9111;-38,76856;-72,85792;0,00000;Hierro Disuelto;20;953;DS 90;PUNTO 1 RÍO CAUTÍN;Tabla 1;SMA
2022;ENAP REFINERIAS S A;87756500-9;EMPRESA NACIONAL DEL PETRÓLEO (ENAP);6760;Fabricación de productos de la refinación del petróleo;C1920;Fabricación de productos de la refinación del petróleo;C192000;Refinería de petróleo;6;Valparaíso;Valparaíso;Concón;5103;-32,92439;-71,50676;0,56504;Zinc;43;73;DS 90;ENAP.CC;Tabla 5;SMA
2022;MOWI CHILE S.A.;96633780-K;PLANTA PRIMARIA CHACABUCO;5441879;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Aysén del Gral. Carlos Ibañez del Campo;Aysén;Aysén;11201;-45,47079;-72,81745;0,04791;Hierro Disuelto;20;155;DS 90;P.COSECHA;Tabla 4;SMA
2022;CMPC PULP SPA;96532330-9;CMPC PULP SA PLANTA PACIFICO;322488;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Araucanía;Malleco;Collipulli;9202;-37,79135;-72,47882;0,00355;Níquel;25;501;DS 90;PUNTO 2 ESTERO QUILACO  ENFRIAMIENTO;Tabla 1;SMA
2022;COMERCIAL BB TRADING SPA;76413694-2;RIO KING PLANTA RANCAGUA;5462199;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rancagua;6101;-34,11333;-70,72094;0,00000;Cadmio;5;765;DS 90;Punto 1 canal Ballica ;Tabla 1;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;RENCA NUEVA RENCA;9778;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Metropolitana de Santiago;Santiago;Renca;13128;-33,41668;-70,68733;0,07524;Fósforo;16;330;DS 90;PUNTO 1 RIO MAPOCHO Cámara de Monitoreo CNR;Tabla 1;SMA
2022;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;0,42937;Fósforo;16;19;DS 90;UNIDAD 1;Tabla 4;SMA
2022;SOFTYS CHILE SPA;96529310-8;PLANTA SOFTYS TALAGANTE;9898;Fabricación de otros artículos de papel y cartón;C1709;Fabricación de otros artículos de papel y cartón;C170900;Industria del papel y celulosa;5;Metropolitana de Santiago;Talagante;Talagante;13601;-33,70091;-70,93363;0,26851;Sólidos Suspendidos Totales;35;319;DS 90;DESCARGA 2, RIO MAIPO;Tabla 1;SMA
2022;PROLESUR S.A.;77248157-8;PLANTA OSORNO;2438;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Osorno;10301;-40,54849;-73,15188;0,00051;Cromo Hexavalente;11;652;DS 90;Punto 1, Rio Rahue;Tabla 2;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA TRAFÚN;5032439;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;San Pablo;10307;-40,41240;-73,01257;0,01350;Tetracloroeteno;39;749;DS 90;PUNTO 1. RIO PILMAIQUEN;Tabla 1;SMA
2022;AGRICOLA Y PACKING CACHAPOAL S A;96526030-7;AGRICOLA Y PACKING CACHAPOAL S.A;322487;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coltauco;6104;-34,25080;-71,02694;0,02731;Aceites y Grasas;1;373;DS 90;PUNTO 1 ESTERO PUREN ;Tabla 1;SMA
2022;PISCICULTURA LICAN LIMITADA;76024330-2;PISCICULTURA LICAN;244537;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Río Bueno;14204;-40,62791;-72,39970;0,00285;Cromo Total;12;267;DS 90;PUNTO 1 LAGO PUYEHUE;Tabla 3;SMA
2022;LAPOSTOLLE WINES SPA;96703690-0;FUNDO Y PLANTA CLOS APALTA;4636;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Colchagua;Santa Cruz;6310;-34,64024;-71,36602;0,00000;Selenio;33;792;DS 90;PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA;Tabla 1;SMA
2022;HENDRIX GENETICS AQUACULTURE SA;96753540-0;PISCICULTURA CATRIPULLI;4586424;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,39014;-71,68036;0,01240;Indice Fenol;21;505;DS 90;PUNTO 1;Tabla 1;SMA
2022;RELLENOS SANITARIOS DEL MAULE S A;99537670-9;RELLENO SANITARIO EL RETAMO;6054;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Maule;Talca;Talca;7101;-35,32983;-71,64557;0,00023;Cianuro;6;423;DS 90;PUNTO 1 ESTERO HUILLIBORGOA;Tabla 1;SMA
2022;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;0,41108;Fósforo;16;20;DS 90;UNIDAD 2;Tabla 4;SMA
