año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna_;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes;ducto;norma;nombre_ducto;tabla;origen
2022;PISCICULTURA LICAN LIMITADA;76024330-2;PISCICULTURA QUIMAN;22708;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Futrono;14202;-40,11349;-72,34257;0,00221;Manganeso;22;268;DS 90;PUNTO 1 RIO QUIMAN;Tabla 3;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA MOLINO DE ORO;5452203;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;San Juan de la Costa;10306;-40,30443;-73,59311;0,04895;Cobre;8;581;DS 90;PUNTO 1 RIO MOLINO DE ORO;Tabla 1;SMA
2022;SALMONES CAMANCHACA S A;76065596-1;PROCESOS PRIMARIOS SAN JOSÉ;5441839;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,78457;-73,19164;0,52713;Aceites y Grasas;1;115;DS 90;S.CAMANCHACA;Tabla 5;SMA
2022;EMPRESAS CAROZZI S A;96591040-9;PLANTA AGROZZI TENO;3006;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Maule;Curicó;Teno;7308;-34,87554;-71,14226;4,93174;Aceites y Grasas;1;978;DS 90;DESCARGA 2 (Planta de jugos);Tabla 1;SMA
2022;AQUA FARMING SPA;76994698-5;PISCICULTURA VALLE DEL LAJA;5441546;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Tucapel;8312;-37,32081;-71,93558;233,35554;Sólidos Suspendidos Totales;35;462;DS 90;PUNTO 1 ESTERO EL LITRE;Tabla 1;SMA
2022;ALGINATOS CHILE S.A.;79775750-0;KIMICA CHILE LTDA;4592237;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Industria química, de plástico y caucho;7;Metropolitana de Santiago;Maipo;Paine;13404;-33,81675;-70,75711;0,00038;Cromo Hexavalente;11;303;DS 90;PUNTO 1 Riles;Tabla 2;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA RIO NEGRO;5452181;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Palena;Hualaihué;10403;-41,96742;-72,47367;0,00458;Xileno;42;580;DS 90;PUNTO 1 RIO CUCHILDEO;Tabla 2;SMA
2022;NORACID SA;76858530-K;PLANTA DE ACIDO SULFURICO MEJILLONES;5402069;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Industria química, de plástico y caucho;7;Antofagasta;Antofagasta;Mejillones;2102;-23,09850;-70,44551;0,00769;Plomo;30;951;DS 90;PUNTO 1 BAHÍA MEJILLONES;Tabla 5;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;SANTA LIDIA;3188001;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Biobío;Biobío;Cabrero;8303;-37,03330;-72,40000;0,00161;Nitrógeno Total  Kjeldahl;27;448;DS 90;PUNTO 1 CANAL COLONIA SUR;Tabla 1;SMA
2022;MULTI X S.A.;79891160-0;PISCICULTURA PUERTO FONCK;322649;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;Puerto Octay;10302;-41,00562;-72,74312;0,01981;Hidrocarburos Totales;18;582;DS 90;PUNTO 1 LAGO LLANQUIHUE;Tabla 3;SMA
2022;AGUAS CLARAS S A;96509550-0;PISCICULTURA ROLLIZO (100432);4586109;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,44508;-72,33258;0,04281;Aluminio;2;596;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;ALGAS MARINAS S A ALGAMAR;93776000-0;ALGAS MARINAS LA CALERA;2389;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Valparaíso;Quillota;Calera;5502;-32,77836;-71,18763;0,00038;Selenio;33;345;DS 90;DESCARGA 1 ;Tabla 2;SMA
2022;SALMONES CAILIN S.A.;84449400-9;PLANTA PROCESO CAILIN;2584;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Pesca y acuicultura;3;Los Lagos;Chiloé;Quellón;10208;-43,12050;-73,60660;0,08718;Aluminio;2;15;DS 90;S.CAILIN;Tabla 5;SMA
2022;EXTRACTOS NATURALES GELYMAR S A;96609040-5;EXTRACTOS NATURALES GELYMAR S.A.;831;Acuicultura marina;A0321;Cultivo, reproducción y manejo de algas marinas;A032120;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,57353;-73,19702;0,00058;Tetracloroeteno;39;603;DS 90;PUNTO 2 RIO GOMEZ SIN DILUCION;Tabla 1;SMA
2022;AES ANDES S A;94272000-9;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Puchuncaví;5105;-32,75256;-71,47932;7,53251;Hierro Disuelto;20;84;DS 90;UNIDAD2;Tabla 4;SMA
2022;CERVECERA CCU CHILE LIMITADA;96989120-4;CERVECERA CCU CHILE LIMITADA;102426;Elaboración de bebidas malteadas y de malta;C1103;Elaboración de bebidas malteadas y de malta;C110300;Otras industrias manufactureras;10;Araucanía;Cautín;Vilcún;9119;-38,65488;-72,47777;0,00040;Plomo;30;851;DS 90;PUNTO 1 ESTERO SIN NOMBRE;Tabla 1;SMA
2022;PATAGONIA SALMON FARMING S A;96527440-5;PATAGONIA SALMON FARMING;5441899;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Montt;10101;-41,62815;-73,07654;0,02810;Hierro Disuelto;20;169;DS 90;PSFARMING;Tabla 5;SMA
2022;BLUE SHELL S A;99589870-5;BLUE SHELL S.A.;5441847;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Los Lagos;Chiloé;Dalcahue;10205;-42,36970;-73,63475;0,00105;Cadmio;5;123;DS 90;B.SHELL;Tabla 5;SMA
2022;SALMONES AYSEN S.A.;76650680-1;PLANTA ANCUD;5441849;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102020;Otras industrias manufactureras;10;Los Lagos;Chiloé;Ancud;10202;-41,87035;-73,77362;0,00216;Triclorometano;41;125;DS 90;EMISARIO CMC.P.ANCUD;Tabla 5;SMA
2022;FORESTAL COLLICURA LIMITADA;76664140-7;HIJUELA 1 KM 43 CAMINO A SANTA JUANA;5462762;Aserrado y acepilladura de madera;C1610;Aserrado y acepilladura de madera;C161000;Industria de la madera y silvicultura;2;Biobío;Concepción;Santa Juana;8109;-37,12858;-72,98707;0,00787;Sulfuro;37;761;DS 90;PUNTO ESTERO SIN NOMBRE ;Tabla 1;SMA
2022;PISCICULTURA TIERRA DEL FUEGO S.A.;76720095-1;PISCICULTURA TIERRA DEL FUEGO;5474855;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Magallanes y de la Antártica Chilena;Tierra del Fuego;Primavera;12302;-52,91827;-70,08405;0,01037;Indice Fenol;21;980;DS 90;DESCARGA 1 ;Tabla 5;SMA
2022;CONTENEDORES SAN FERNANDO SPA;96551150-4;CONTENEDORES SAN FERNANDO SPA;343;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C1702;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C170200;Industria del papel y celulosa;5;Libertador Gral. Bernardo O'Higgins;Colchagua;San Fernando;6301;-34,54512;-70,95238;0,00000;Mercurio;23;374;DS 90;PUNTO 1 CANAL URGATINO;Tabla 1;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA COIPUE;67344;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Freire;9105;-39,07385;-72,46909;10,35633;Boro;4;751;DS 90;PUNTO 1 RIO TOLTEN;Tabla 1;SMA
2022;EMPRESA ELECTRICA COCHRANE S.P.A.;76085254-6;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,06424;-70,37617;0,65156;Hierro Disuelto;20;854;DS 90;PUNTO 1 BAHIA MEJILLONES;Tabla 4;SMA
2022;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PISCICULTURA CURARREHUE (90116);5442607;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Curarrehue;9104;-39,37707;-71,68675;0,00298;Manganeso;22;492;DS 90;PUNTO 1 ESTERO HUILILCO (Riles);Tabla 3;SMA
2022;CARTULINAS CMPC SPA;96731890-6;CARTULINAS CMPC PLANTA VALDIVIA;5441936;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de papel y cartón para su posterior uso industrial n.c.p.;C170190;Industria del papel y celulosa;5;Los Ríos;Valdivia;Valdivia;14101;-39,79099;-73,19497;0,05642;Fluoruro;15;213;DS 90;CMPC;Tabla 2;SMA
2022;COOP AGRICOLA REMOLACHERA NUBLE C A R LTDA;82002200-9;FERIA BULNES;5470374;Venta al por mayor de materias primas agropecuarias y animales vivos;G4620;Venta al por mayor de animales vivos;G462020;Comercio mayorista;18;Ñuble;Diguillín;Bulnes;16102;-36,75849;-72,29767;0,00026;Boro;4;928;DS 90;PUNTO 1 AFLUENTE ESTERO GALLIPAVO;Tabla 1;SMA
2022;PISCICULTURA LICAN LIMITADA;76024330-2;PISCICULTURA LICAN;244537;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Ranco;Río Bueno;14204;-40,62791;-72,39970;0,05710;Fluoruro;15;267;DS 90;PUNTO 1 LAGO PUYEHUE;Tabla 3;SMA
2022;INVERTEC NATURAL JUICE S A;96844830-7;INVERTEC NATURAL JUICE S A;3507;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;6115;-34,41933;-70,86635;0,00051;Cromo Hexavalente;11;794;DS 90;PUNTO 1 CANAL DE DERRAME;Tabla 1;SMA
2022;ENGIE ENERGIA CHILE S.A.;88006900-4;CENTRAL TERMICA TOCOPILLA;5441787;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Tocopilla;Tocopilla;2301;-22,09607;-70,21391;55,32944;Hierro Disuelto;20;57;DS 90;UNIDAD.16;Tabla 4;SMA
2022;MOWI CHILE S.A.;96633780-K;PLANTA CAICAEN;91042;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,80000;-73,16670;0,01169;Hierro;129;146;DS 90;CAICAEN;Tabla 5;SMA
2022;SUGAL CHILE LIMITADA;76216511-2;SUGAL CHILE PLANTA TILCOCO;5441703;Elaboración y conservación de frutas, legumbres y hortalizas;C1030;Elaboración y conservación de frutas, legumbres y hortalizas;C103000;Otras industrias manufactureras;10;Libertador Gral. Bernardo O'Higgins;Cachapoal;Quinta de Tilcoco;6114;-34,35989;-70,96329;0,00016;Cadmio;5;855;DS 90;PUNTO 1 QUINTA TILCOCO;Tabla 1;SMA
2022;NORACID SA;76858530-K;PLANTA DE ACIDO SULFURICO MEJILLONES;5402069;Fabricación de otros productos químicos n.c.p.;C2029;Fabricación de otros productos químicos n.c.p.;C202909;Industria química, de plástico y caucho;7;Antofagasta;Antofagasta;Mejillones;2102;-23,09850;-70,44551;11,50950;Sólidos Suspendidos Totales;35;951;DS 90;PUNTO 1 BAHÍA MEJILLONES;Tabla 5;SMA
2022;SOCIEDAD DE INVERSIONES STH LIMITADA;76095878-6;PISCICULTURA STH;323608;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Biobío;Biobío;Los Angeles;8301;-37,28214;-72,14304;49,36241;Cloruros;7;429;DS 90;PUNTO 1 RIO CALIBORO;Tabla 1;SMA
2022;I MUNICIPALIDAD DE OLMUE;69061200-3;ILUSTRE MUNICIPALIDAD DE OLMUÉ;4055171;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;Otras actividades;20;Valparaíso;Marga Marga;Olmué;5803;-32,99813;-71,18928;0,00088;Boro;4;1001;DS 90;PUNTO 1 PTAS;Tabla 1;SMA
2022;SALMONES HUMBOLDT SPA;76175118-2;PCC (SANTA JUANA 2);5461025;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,79277;-73,45898;0,74913;Aluminio;2;691;DS 90;Descarga a Canal de Chacao;Tabla 5;SMA
2022;MASISA S.A.;96802690-9;PLANTA CABRERO DIVISION TABLEROS;3488;Fabricación de hojas de madera para enchapado y tableros a base de madera;C1621;Fabricación de hojas de madera para enchapado y tableros a base de madera;C162100;Industria de la madera y silvicultura;2;Biobío;Biobío;Cabrero;8303;-37,04524;-72,39596;0,00008;Indice Fenol;21;456;DS 90;PUNTO 1 TABLEROS - CANAL AFL. ESTERO COIHUICO;Tabla 1;SMA
2022;SALMONES CAPTREN S.A.;78246180-K;PISCICULTURA CHINQUIHUE;5457984;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Montt;10101;-41,50789;-73,02480;0,37164;Nitrógeno Total  Kjeldahl;27;543;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;AGRICOLA Y COMERCIAL CABILFRUT S A;79906370-0;PACKING CABILFRUT;5465653;Venta al por mayor a cambio de una retribución o por contrata;G4610;Corretaje al por mayor de productos agrícolas;G461001;Comercio mayorista;18;Valparaíso;Petorca;Cabildo;5402;-32,41657;-71,07067;0,00006;Xileno;42;1038;DS 46;Punto 1 Pozo absorbente (mayo a julio);Tabla 1;SMA
2022;AGRICOLA Y PACKING CACHAPOAL S A;96526030-7;AGRICOLA Y PACKING CACHAPOAL S.A;322487;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Coltauco;6104;-34,25080;-71,02694;0,00001;Xileno;42;373;DS 90;PUNTO 1 ESTERO PUREN ;Tabla 1;SMA
2022;GUACOLDA ENERGIA SPA;76418918-3;GUACOLDA;6638;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Atacama;Huasco;Huasco;3304;-28,46861;-71,25438;1,47065;Níquel;25;702;DS 90;UNIDAD 5 (ENFRIAMIENTO);Tabla 4;SMA
2022;PISCICOLA ENTRE RIOS LIMITADA;96594200-9;Centro Llallalca;90030;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Ríos;Valdivia;Panguipulli;14108;-39,82924;-71,98294;6,62545;Fósforo;16;787;DS 90;EFLUENTE CENTRO 2 RIO FUI;Tabla 1;SMA
2022;SOCIEDAD FAENADORA FRIGOSUR LIMITADA;76022744-7;SOCIEDAD FAENADORA FRIGOSUR LTDA;5470446;Elaboración y conservación de carne;C1010;Explotación de mataderos de aves y de otros tipos de animales n.c.p.;C101019;Otras industrias manufactureras;10;Ñuble;Diguillín;Chillán;16101;-36,56698;-72,07318;0,01289;Fluoruro;15;930;DS 90;PUNTO 1 CANAL LA COLONIA;Tabla 1;SMA
2022;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CAMPUS ISLA TEJA;5453786;Enseñanza superior en universidades;P8531;Enseñanza superior en universidades públicas;P853110;Otras actividades;20;Los Ríos;Valdivia;Valdivia;14101;-39,80722;-73,25220;0,00699;Aluminio;2;739;DS 90;PUNTO 3. RIO CALLE CALLE.PHOENIX;Tabla 2;SMA
2022;KELAR S.A.;76629030-2;CENTRAL A GAS CICLO COMBINADO KELAR;5463833;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,05677;-70,36706;8,09492;Fluoruro;15;945;DS 90;PUNTO 1 EMISARIO BAHÍA DE MEJILLONES;Tabla 5;SMA
2022;GENERADORA METROPOLITANA SPA;76538731-0;RENCA NUEVA RENCA;9778;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Metropolitana de Santiago;Santiago;Renca;13128;-33,41668;-70,68733;0,00294;Níquel;25;330;DS 90;PUNTO 1 RIO MAPOCHO Cámara de Monitoreo CNR;Tabla 1;SMA
2022;ENVASES IMPRESOS CORDILLERA SPA;89201400-0;SISTEMA DE TRATAMIENTO SECUNDARIO DE RILES, PLANTA PUENTE ALTO DE PAPELES CORDILLERA S.A.;5452863;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de papel y cartón para su posterior uso industrial n.c.p.;C170190;Industria del papel y celulosa;5;Metropolitana de Santiago;Cordillera;Puente Alto;13201;-33,62269;-70,57028;0,06306;Níquel;25;764;DS 90;Punto 1 Rio Maipo ;Tabla 2;SMA
2022;EMPRESA ELECTRICA COCHRANE S.P.A.;76085254-6;CENTRAL TERMOELÉCTRICA COCHRANE;5452233;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Antofagasta;Antofagasta;Mejillones;2102;-23,06424;-70,37617;0,07809;Cromo Total;12;854;DS 90;PUNTO 1 BAHIA MEJILLONES;Tabla 4;SMA
2022;FORESTAL COLLICURA LIMITADA;76664140-7;HIJUELA 1 KM 43 CAMINO A SANTA JUANA;5462762;Aserrado y acepilladura de madera;C1610;Aserrado y acepilladura de madera;C161000;Industria de la madera y silvicultura;2;Biobío;Concepción;Santa Juana;8109;-37,12858;-72,98707;0,00039;Triclorometano;41;761;DS 90;PUNTO ESTERO SIN NOMBRE ;Tabla 1;SMA
2022;CERVECERA CCU CHILE LIMITADA;96989120-4;CERVECERA CCU CHILE LTDA. (2);11626;Elaboración de bebidas malteadas y de malta;C1103;Elaboración de bebidas malteadas y de malta;C110300;Otras industrias manufactureras;10;Metropolitana de Santiago;Santiago;Quilicura;13125;-33,36098;-70,70325;11,83248;Sulfato;36;333;DS 90;PUNTO 1 ESTERO LAS CRUCES;Tabla 1;SMA
2022;CMPC PULP SPA;96532330-9;CMPC PULP SA PLANTA PACIFICO;322488;Fabricación de pasta de madera, papel y cartón;C1701;Fabricación de celulosa y otras pastas de madera;C170110;Industria del papel y celulosa;5;Araucanía;Malleco;Collipulli;9202;-37,79135;-72,47882;0,01251;Molibdeno;24;502;DS 90;PUNTO 1 RIO BIO BIO  PLANTA;Tabla 2;SMA
2022;EMPRESAS LIPIGAS S A;96928510-K;PLANTA LIPIGAS CON CON;100524;"Fabricación de gas; distribución de combustibles gaseosos por tuberías";D3520;"Fabricación de gas; distribución de combustibles gaseosos por tubería, excepto regasificación de GNL";D352020;Otras actividades;20;Valparaíso;Valparaíso;Concón;5103;-32,92744;-71,50726;0,00047;Manganeso;22;349;DS 90;PUNTO 1 QUEBRADA INTERIOR;Tabla 1;SMA
2022;LACTEOS DEL SUR S.A.;76716680-K;LACTEOS DEL SUR SA MULPULMO;5462545;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Otras industrias manufactureras;10;Los Lagos;Osorno;Osorno;10301;-40,55849;-72,93453;18,17734;Cloruros;7;657;DS 90;Canal Artificial, Af. rio Yutreco;Tabla 1;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA RIO PESCADO RECIRCULACIÓN;5452652;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Varas;10109;-41,25416;-72,79409;0,00104;Cromo Total;12;676;DS 90;Punto 1, Rio Pescado 2;Tabla 3;SMA
2022;PISCICULTURA TIERRA DEL FUEGO S.A.;76720095-1;PISCICULTURA TIERRA DEL FUEGO;5474855;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Magallanes y de la Antártica Chilena;Tierra del Fuego;Primavera;12302;-52,91827;-70,08405;0,15170;SAAM;32;980;DS 90;DESCARGA 1 ;Tabla 5;SMA
2022;AUSTRALIS MAR S.A.;76003885-7;PISCICULTURA LAS VERTIENTES;5442198;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Cunco;9103;-38,96173;-72,03382;53,61989;Nitrógeno Total  Kjeldahl;27;841;DS 90;PUNTO 1 RIO ALLIPEN;Tabla 1;SMA
2022;EXPORTADORA SUBSOLE SA;96615800-K;PLANTA SUBSOLE HIJUELAS;5470035;Actividades poscosecha;A0163;Actividades poscosecha;A016300;Producción agropecuaria;1;Valparaíso;Quillota;Hijuelas;5503;-32,83489;-71,12101;0,00003;Fluoruro;15;905;DS 90;PUNTO 1 RIO ACONCAGUA;Tabla 1;SMA
2022;EXPORTADORA SANTA CRUZ S A;96581970-3;PACKING LAS MERCEDES;322510;Actividades poscosecha;A0163;Actividades poscosecha;A016300;Producción agropecuaria;1;Metropolitana de Santiago;Santiago;Pudahuel;13124;-33,44501;-70,81500;0,02420;Aceites y Grasas;1;323;DS 90;PUNTO 1 CANAL SAN PEDRO;Tabla 1;SMA
2022;SERVICIOS AGROINDUSTRIALES SUBSOLE S.A.;76136210-0;PLANTA SUBSOLE OLIVAR;24187;Actividades poscosecha;A0163;Actividades poscosecha;A016300;Producción agropecuaria;1;Libertador Gral. Bernardo O'Higgins;Cachapoal;Olivar;6111;-34,21312;-70,78679;0,00141;Aceites y Grasas;1;772;DS 90;PUNTO 1 CANAL ISLA Y ZUMAETA;Tabla 1;SMA
2022;CULTIVOS MARINOS TONGOY SA;89636100-7;CULTIMAR S.A.;5441776;Acuicultura marina;A0321;Reproducción y cría de moluscos, crustáceos y gusanos marinos;A032130;Pesca y acuicultura;3;Coquimbo;Elqui;Coquimbo;4102;-30,27564;-71,51304;0,00061;Zinc;43;45;DS 90;CT.LARVAS;Tabla 4;SMA
2022;SALMONOIL S A;96756260-2;SALMONOIL S.A.;2872;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Producción de harina de pescado;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,66606;-73,19597;0,00002;Mercurio;23;615;DS 90;PUNTO 2 RIO TAMBOR;Tabla 1;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA COIPUE;67344;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Freire;9105;-39,07385;-72,46909;0,02328;Selenio;33;751;DS 90;PUNTO 1 RIO TOLTEN;Tabla 1;SMA
2022;SKYSAL S A;96700060-4;TALLER DE REDES MINA MARTA;5458508;Acuicultura marina;A0321;Servicios relacionados con la acuicultura marina;A032140;Pesca y acuicultura;3;Magallanes y de la Antártica Chilena;Última Esperanza;Natales;12401;-52,54169;-71,94549;0,00125;Fósforo;16;637;DS 90;PUNTO 1 CHORRILLO MINA MARTA;Tabla 1;SMA
2022;SOCIEDAD MINERA PACIFICO DEL SUR SPA;77053711-8;Sociedad Minera Pacifico del Sur SPA;5480455;Extracción de minerales de hierro;B0710;Extracción de minerales de hierro;B071000;Minería;4;Aysén del Gral. Carlos Ibañez del Campo;Aysén;Aysén;11201;-45,03113;-71,93993;0,02821;Hierro Disuelto;20;1062;DS 90;PUNTO 1 RIO TOQUI;Tabla 2;SMA
2022;ACUICOLA E INVERSIONES NALCAHUE LIMITADA;76923661-9;PISCICULTURA COIPUE;67344;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Freire;9105;-39,07385;-72,46909;4099,40201;Cloruros;7;751;DS 90;PUNTO 1 RIO TOLTEN;Tabla 1;SMA
2022;CENTRAL COLMITO S.A.;76326949-3;CENTRAL COLMITO;5453654;Generación, transmisión y distribución de energía eléctrica;D3510;Generación de energía eléctrica en centrales termoeléctricas;D351012;Termoeléctricas;11;Valparaíso;Valparaíso;Concón;5103;-32,93046;-71,47332;0,00007;Zinc;43;670;DS 90;Punto 1, Estero Lajarilla;Tabla 1;SMA
2022;INDUSTRIAL GLOVER S.P.A;78304140-5;INDUSTRIAL GLOVER SA;50397;Fabricación de muebles;C3100;Fabricación de muebles principalmente de madera;C310001;Otras industrias manufactureras;10;Araucanía;Cautín;Lautaro;9108;-38,50860;-72,45345;0,00005;Fluoruro;15;1003;DS 46;PUNTO 2;Tabla 1;SMA
2022;SALMONES CAPTREN S.A.;78246180-K;PISCICULTURA CHINQUIHUE;5457984;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Llanquihue;Puerto Montt;10101;-41,50789;-73,02480;0,00192;Aluminio;2;543;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;AQUASMOLT LIMITADA;76064350-5;PISCICULTURA MATANZA;244540;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Araucanía;Cautín;Melipeuco;9110;-38,84150;-71,73026;0,00205;Triclorometano;41;471;DS 90;PUNTO 1 ;Tabla 1;SMA
2022;CHILE SEAFOODS COMERCIAL SPA;76053525-7;PLANTA PARGUA CHILESEAFOODS;5441840;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra;C102040;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,79485;-73,46509;0,00650;Aluminio;2;116;DS 90;CSC.SPA;Tabla 5;SMA
2022;MINERA ESCONDIDA LIMITADA;79587210-8;PUNTA COLOSO 0;64565;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Minería;4;Antofagasta;Antofagasta;Antofagasta;2101;-23,76631;-70,47267;6,83481;Fluoruro;15;65;DS 90;PUNTO 1 COLOSO;Tabla 5;SMA
2022;CERMAQ CHILE S.A.;79784980-4;PISCICULTURA TRAFÚN;5032439;Acuicultura de agua dulce;A0322;Acuicultura de agua dulce;A032200;Pesca y acuicultura;3;Los Lagos;Osorno;San Pablo;10307;-40,41240;-73,01257;0,05398;Hierro Disuelto;20;749;DS 90;PUNTO 1. RIO PILMAIQUEN;Tabla 1;SMA
